事業所番号,ｻｰﾋﾞｽ種類,事業所名,事業所郵便番号,事業所所在地1,事業所所在地2,事業所所在地3,事業所電話,事業所FAX,指定後状態名,指定年月日,法人種別名,法人(設置者)名,法人(設置者)所在地1,法人(設置者)所在地2,法人(設置者)所在地3,利用定員,施設等の区分
0124702127,共同生活援助,共同生活援助事業所大作,0893314,北海道中川郡本別町,南１丁目１番地５,,080-96158514,0156-33-0004,提供中,2017/6/1,営利法人,株式会社　大作,北海道中川郡本別町,南３丁目１番地５,,4,介護サービス包括型
0125001479,共同生活援助,もりの風,0991425,北海道常呂郡訓子府町,若葉町７５番地１,,0157-57-4803,0157-47-4777,提供中,2017/5/1,非営利法人（ＮＰＯ）,特定非営利活動法人　シトレイン,北海道常呂郡訓子府町,若葉町７５番地１,,18,介護サービス包括型
0121700322,共同生活援助,障害者グループホームすみれ,0494816,北海道久遠郡せたな町,瀬棚区本町796番地,,0137838322,0137838322,提供中,2017/4/19,非営利法人（ＮＰＯ）,特定非営利活動法人　せたな共同作業所ふれんど,北海道久遠郡せたな町,瀬棚区本町７２９番地の１,,4,介護サービス包括型
0127600534,共同生活援助,カリプ,0613208,北海道石狩市,花川南八条3丁目71番地,,0133-77-5305,0133-72-7737,提供中,2017/4/1,社会福祉法人（社協以外）,社会福祉法人　ノンノ,北海道石狩市,花川南八条3丁目71番地,,6,介護サービス包括型
0125300574,共同生活援助,グループホーム　天都の杜,0930042,北海道網走市,字潮見３１９番地７５,,0152-67-7871,0152-67-7938,提供中,2017/4/1,社会福祉法人（社協以外）,社会福祉法人　操愛会,北海道網走市,字潮見３１９番地７５,,8,介護サービス包括型
0125001446,共同生活援助,グループホーム　ハッカの里,0900001,北海道北見市,小泉388－4、388－5,,0157-33-2826,0157-33-2833,提供中,2017/4/1,社会福祉法人（社協以外）,社会福祉法人　萌木の会,北海道北見市,富里２２３番地の１,,6,介護サービス包括型
0123100703,共同生活援助,グループホーム　らびぃ,0781404,北海道上川郡愛別町,北町２４８番地２７,,01658-6-5500,,提供中,2017/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人　あいねっと,北海道上川郡愛別町,本町１７０番地,,7,介護サービス包括型
0122908809,共同生活援助,フィオーレ旭川,0718131,北海道旭川市,末広１条２丁目１番２８号,,0166-76-1505,0166-76-1508,提供中,2017/4/1,営利法人,株式会社リーベ,北海道札幌市白石区,栄通１０丁目１番２９号,,47,介護サービス包括型
0121501332,共同生活援助,グループホーム　竹倫,0411104,北海道亀田郡七飯町,上藤城137-21,,0138-83-1494,,提供中,2017/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人かがりの杜,北海道亀田郡七飯町,上藤城302番地の11,,7,介護サービス包括型
0121401954,共同生活援助,グループホーム湯くら,0420932,北海道函館市,湯川町２丁目３２番６号,,0138-59-3355,0138-59-2277,提供中,2017/4/1,社会福祉法人（社協以外）,社会福祉法人函館博栄会,北海道函館市,湯川町２丁目３２番６号,,20,介護サービス包括型
0121200430,共同生活援助,グループホーム　笑家えにわ,0611424,北海道恵庭市,大町1丁目9-12,,0123-25-6468,0123-25-6469,提供中,2017/3/15,営利法人,合同会社　すまいるくりえいと,北海道恵庭市,大町1丁目9-12,,22,介護サービス包括型
0124601956,共同生活援助,フィオーレ帯広,0800021,北海道帯広市,西十一条南３４丁目１６番１,,0155-66-7633,0155-66-7653,提供中,2017/3/14,営利法人,株式会社　リーベ,北海道札幌市白石区,栄通１０丁目１番２９号,,83,介護サービス包括型
0121501290,共同生活援助,グループホームはあと,0490161,北海道北斗市,飯生1丁目3番1号,,0138-73-7675,0138-73-7675,提供中,2017/3/1,非営利法人（ＮＰＯ）,特定非営利活動法人はあと,北海道北斗市,飯生1丁目14番9号,,8,介護サービス包括型
0123500704,共同生活援助,グループホーム　きずな富士,0590014,北海道登別市,富士町１丁目１４番地９,,0143-83-5558,0143-83-7007,提供中,2017/2/1,営利法人,株式会社　きずな,北海道登別市,新生町３丁目２１番地８,,10,介護サービス包括型
0120900717,共同生活援助,グループホームオフィスサプライ,0060837,北海道札幌市手稲区,曙７条２丁目１０－１２,,011-682-0300,011-682-0400,提供中,2017/2/1,社団・財団,一般社団法人オフィスサプライ,東京都荒川区,西尾久５丁目２０－１８,,12,介護サービス包括型
0120203989,共同生活援助,グループホームモナミ　Ⅱ号館,0028024,北海道札幌市北区,篠路４条４丁目６番１７号,,011-769-0141,011-769-9988,提供中,2017/1/25,営利法人,株式会社　モナミコーポレーション,北海道札幌市北区,北３７条西５丁目１番８号,,7,介護サービス包括型
0125200303,共同生活援助,オフタイムハウスくりん荘,0920215,北海道網走郡津別町,一条通１０番地１,,0152-77-3350,0152-77-9955,提供中,2017/1/1,営利法人,株式会社　びーと,北海道網走郡津別町,一条通１０番地１,,4,介護サービス包括型
0122908742,共同生活援助,グループホーム　ダ・ソーロ,0708046,北海道旭川市,忠和６条６丁目１番２３号,,0166-73-4515,0166-73-4515,提供中,2017/1/1,非営利法人（ＮＰＯ）,特定非営利活動法人　ベネッセレ,北海道旭川市,東３条１丁目２番５号,,9,介護サービス包括型
0122908718,共同生活援助,ぐるーぷほーむ「ここち」,0788345,北海道旭川市,東光５条１丁目１番１５－２号,,0166-76-1247,0166-76-1248,提供中,2017/1/1,営利法人,株式会社フレアシステム,北海道旭川市,東光７条１丁目１番１６号,,9,介護サービス包括型
0120300876,共同生活援助,グループホーム　ぽの,0650030,北海道札幌市東区,北３０条東６丁目３－２３,,011-751-3060,011-751-3077,提供中,2017/1/1,営利法人,株式会社　YES Care Project,北海道札幌市東区,北３０条東６丁目３番２３号,,4,介護サービス包括型
0120900683,共同生活援助,グループホーム　弥生,0040843,北海道札幌市清田区,清田三条１丁目９－２８,,011-378-9108,011-398-9588,提供中,2016/12/1,営利法人,合同会社　三笠,北海道札幌市豊平区,福住１条２丁目６番２０－１００３号,,10,介護サービス包括型
0120700638,共同生活援助,えがお,0630848,北海道札幌市西区,八軒８条西５丁目２－１０,,011-615-3511,011-615-3511,提供中,2016/12/1,社会福祉法人（社協以外）,社会福祉法人　札親会,北海道札幌市白石区,菊水一条４丁目５番１号,,32,介護サービス包括型
0120505672,共同生活援助,ハウス　ひよどり,0620902,北海道札幌市豊平区,豊平２条１０丁目１番１１号,,011-595-7351,011-595-7352,提供中,2016/11/1,社団・財団,一般社団法人　札幌市居場所・活動支援センター,北海道札幌市豊平区,豊平２条１０丁目１番１１号,,21,介護サービス包括型
0120102959,共同生活援助,あいの亭,0600014,北海道札幌市中央区,北１４条西１５丁目７－３６－３,,011-727-0301,011-374-8109,提供中,2016/11/1,営利法人,株式会社　あいりん,北海道札幌市中央区,北14条西15丁目7-36-3,,12,介護サービス包括型
0125001396,共同生活援助,共同生活援助事業所　CL2,0900064,北海道北見市,美芳町4丁目2番6号,,0157-36-4121,0157-36-4122,提供中,2016/10/16,営利法人,株式会社　クリーンリースウェルフェア,北海道北見市,豊地２６番地13,,10,外部サービス利用型
0123602112,共同生活援助,苫小牧ベース,0591372,北海道苫小牧市,勇払２７６番地１９号,,0144-84-1230,0144-84-3626,提供中,2016/10/1,営利法人,南空知リサイクルパーク株式会社,北海道夕張郡長沼町,夕張郡長沼町北町２丁目５番６号,,16,外部サービス利用型
0121100671,共同生活援助,グループホーム　メルシー,0660029,北海道千歳市,稲穂1丁目8-4,,0123-25-6410,0123-25-6410,提供中,2016/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　アシストセンターちえりす,北海道千歳市,清流４丁目１０－１０,,6,介護サービス包括型
0120600473,共同生活援助,こんて,0050832,北海道札幌市南区,北ノ沢１９０４番地２２８,,011-572-2522,011-572-6320,提供中,2016/10/1,社会福祉法人（社協以外）,社会福祉法人　藻岩この実会,北海道札幌市南区,北ノ沢１９０４番地２,,21,介護サービス包括型
0120600457,共同生活援助,お達者倶楽部,0050801,北海道札幌市南区,川沿１条６丁目４番２２号,,011-572-6788,011-572-6750,提供中,2016/10/1,社会福祉法人（社協以外）,社会福祉法人　藻岩この実会,北海道札幌市南区,北ノ沢１９０４番地２,,13,介護サービス包括型
0124601899,共同生活援助,グループホーム３ねんＢぐみ,0802469,北海道帯広市,西十九条南４丁目１４番５号,,0155-67-6110,0155-67-6120,提供中,2016/8/23,営利法人,株式会社　３ねんＢぐみ,北海道帯広市,西二十条南４丁目４４番１０号,,16,介護サービス包括型
0122001100,共同生活援助,グループホーム　モナミ,0470266,北海道小樽市,張碓町４６２番地９号,,011-792-7351,011-769-9988,提供中,2016/7/27,営利法人,株式会社モナミコーポレーション,北海道札幌市北区,北三十七条西５丁目１番8号,,16,外部サービス利用型
0122908619,共同生活援助,障害福祉サービス　共同生活援助事業所　カメリア,0708046,北海道旭川市,忠和６条１丁目１番３３号,,0166-74-5710,0166-74-5730,提供中,2016/7/1,営利法人,株式会社カメリアハウス,北海道旭川市,忠和６条１丁目１番３３号,,40,介護サービス包括型
0121401848,共同生活援助,グループホーム一条,0420914,北海道函館市,上湯川町６５番８号,,0138-57-1891,,提供中,2016/7/1,社会福祉法人（社協以外）,社会福祉法人　函館一条,北海道函館市,旭岡町19番地の29,,6,介護サービス包括型
0127100634,共同生活援助,共同生活援助事業所むすび,0731105,北海道樺戸郡新十津川町,字花月３９２番地７,,0125-74-2412,0125-74-2020,提供中,2016/5/10,社団・財団,一般社団法人　相夢社,北海道樺戸郡新十津川町,字花月３９３番地１,,12,介護サービス包括型
0123700866,共同生活援助,共同生活援助事業所　ひかり,0495416,北海道虻田郡豊浦町,字船見町28番地１,,0412832012,,提供中,2016/5/1,社会福祉法人（社協以外）,社会福祉法人　豊浦豊和会,北海道虻田郡豊浦町,字大和225番地,,14,介護サービス包括型
0121100614,共同生活援助,グループホーム新星,0660069,北海道千歳市,新星２丁目６番２号,,0123-23-2101,0123-23-0171,提供中,2016/4/20,社会福祉法人（社協以外）,社会福祉法人　三草会,北海道札幌市東区,本町２条５丁目７番１０号,,8,介護サービス包括型
0120403332,共同生活援助,グループホームせるらい,0030812,北海道札幌市白石区,菊水上町２条４丁目２０２番地４２,,011-850-9465,011-850-9478,提供中,2016/4/18,営利法人,合同会社北の大地,北海道札幌市白石区,川北４条２丁目３番１３号,,7,外部サービス利用型
0122908585,共同生活援助,ニムビングループホーム,0788238,北海道旭川市,豊岡８条５丁目２番４号,,0166-34-8988,0166-85-6667,提供中,2016/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人　ニムビン,北海道旭川市,豊岡８条５丁目２番４号,,8,介護サービス包括型
0122908577,共同生活援助,かがやきホーム,0700028,北海道旭川市,東８条２丁目３番１１号,,0166-22-4000,0166-22-2345,提供中,2016/4/1,社会福祉法人（社協以外）,社会福祉法人かがやき,北海道旭川市,東８条２丁目３番１１号,,30,日中サービス支援型
