申請者－法人種別,申請者－名称,申請者－郵便番号,申請者－住所,,申請者－電話番号,事業所－名称,事業所－郵便番号,事業所－地域,事業所－住所,事業所－電話番号,ｻｰﾋﾞｽ種類,事業所番号,指定年月日
非営利法人（ＮＰＯ）,特定非営利活動法人秋川流域生活支援ネットワーク,1900165,東京都あきる野市,小中野１９６－１,042-588-4540,グループホームひかり,1970823,東京都あきる野市,野辺６４－７　マンションエクセル第Ⅰ,042-533-3623,共同生活援助,1324900263,2012/4/1
社会福祉法人（社協以外）,社会福祉法人リード・エー,1210801,東京都足立区,東伊興１－１４－７,03-3857-8839,あしの家,1230841,東京都足立区,西新井４－３－１０,03-3855-1257,共同生活援助,1322100213,2012/5/1
社会福祉法人（社協以外）,社会福祉法人新宿区障害者福祉協会,1690051,東京都新宿区,西早稲田３－１３－１５　ＦＷビル１階,03-5285-2638,ぽけっと,1690073,東京都新宿区,百人町３－３－２,03-3366-0016,共同生活援助,1320400078,2012/6/1
営利法人,株式会社ＭＣＭｅｄｉａｎ,1710043,東京都豊島区,要町１－４５－１８　中川コーポ１Ｆ,03-3959-2247,しずく,1710051,東京都豊島区,＊,03-3959-2247,共同生活援助,1321601013,2012/6/1
地方公共団体（市町村）,練馬区,1768501,東京都練馬区,豊玉北６－１２－１,03-3993-1111,練馬区立しらゆり荘,1760001,東京都練馬区,練馬３－２０－７,03-5946-9172,共同生活援助,1322002542,2012/6/1
非営利法人（ＮＰＯ）,特定非営利活動法人ミモザ,1650033,東京都中野区,若宮２－３４－２,042-497-4088,ミモザハウス,1880012,東京都西東京市,＊,042-497-5720,共同生活援助,1323900496,2012/6/1
社団・財団,一般社団法人メンタルさぽーと協会,1920062,東京都八王子市,大横町1－９　Ｋビル２０１号,042-634-9025,あいでみ,1920904,東京都八王子市,＊,042-649-2791,共同生活援助,1322402296,2012/8/1
非営利法人（ＮＰＯ）,特定非営利活動法人クラブハウスこころのリカバリー,1770032,東京都練馬区,谷原５―９―１５,03-3904-0380,クラブハウスIPS,1770032,東京都練馬区,＊,03-5387-4387,共同生活援助,1322002609,2012/9/1
営利法人,株式会社ミヤビカ,1740074,東京都板橋区,東新町２－２０－１,03-5917-1473,結の里　雅　赤塚ホーム,1750092,東京都板橋区,赤塚４－２７－１８,03-3975-8878,共同生活援助,1321902148,2012/10/1
非営利法人（ＮＰＯ）,特定非営利活動法人コイノニア,2030033,東京都東久留米市,滝山５－１－１６　株式会社メルヘン２階,042-470-9009,コイノニアホーム,2030033,東京都東久留米市,＊,042-420-1796,共同生活援助,1324500493,2012/11/1
非営利法人（ＮＰＯ）,特定非営利活動法人かがやき,1160001,東京都荒川区,町屋３－２８－２,03-3810-3900,東日暮里ハイツ,1160014,東京都荒川区,東日暮里３－２３－３,03-3806-5442,共同生活援助,1321800904,2012/12/1
社会福祉法人（社協以外）,社会福祉法人信和会,1030007,東京都中央区,日本橋浜町２－４４－４,03-6661-2835,クローバーズ・ピア浜町公園,1030007,東京都中央区,日本橋浜町２－４４－４,03-3662-2864,共同生活援助,1320200429,2013/1/1
社団・財団,一般社団法人トマリ,1930844,東京都八王子市,高尾町１５９５－３,042-673-4379,とまり,1930844,東京都八王子市,＊,042-673-4379,共同生活援助,1322402429,2013/1/1
社会福祉法人（社協以外）,社会福祉法人すみれ会,1900034,東京都立川市,西砂町４－７５－２,042-531-0761,立川それいゆ,1900021,東京都立川市,羽衣町２－１２－２９,042-595-8192,共同生活援助,1322500784,2013/1/1
非営利法人（ＮＰＯ）,特定非営利活動法人にこにこ,1960034,東京都昭島市,玉川町３－１７－１３,042-541-0706,にこにこ,1960034,東京都昭島市,玉川町３－１７－１３　２階,042-541-0706,共同生活援助,1323000321,2013/3/1
社会福祉法人（社協以外）,社会福祉法人本郷の森,1130033,東京都文京区,本郷３－２９－６　カリテス佐々木２階,03-5684-1016,第２ホームいちょう,1130033,東京都文京区,＊,03-3868-2330,共同生活援助,1320500638,2013/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人福祉検討会,1710032,東京都豊島区,雑司が谷２－２５－４,03-5954-4041,ふくふくホーム,1510061,東京都渋谷区,＊,03-3370-1051,共同生活援助,1321300749,2013/4/1
社会福祉法人（社協以外）,社会福祉法人中野あいいく会,1640001,東京都中野区,中野１－６－１２,03-3371-5231,あいいく丸山の家,1650021,東京都中野区,丸山１－４－５,03-3371-5231,共同生活援助,1321401265,2013/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人結,1160012,東京都荒川区,東尾久１－２０－１６,03-6458-2815,グループホーム　ゆい,1160012,東京都荒川区,＊,03-6458-2815,共同生活援助,1321800938,2013/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人Ｅ－ＳＭＩＬＥ,1920911,東京都八王子市,打越町３４５－２－Ｃ１０６,042-649-9662,ＰＡＬＬＥＴ,1930932,東京都八王子市,＊,042-634-8425,共同生活援助,1322402528,2013/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人ゆずりはの会・府中つばめの里,1830036,東京都府中市,日新町５－１６－７,042-366-0850,府中つばめの里,1830036,東京都府中市,日新町５－１６－７,042-366-0850,共同生活援助,1322900976,2013/4/1
社団・財団,一般社団法人空き缶,1830027,東京都府中市,本町２－８－２０,042-335-1207,森の時計,1830027,東京都府中市,本町２－８－２０,042-335-1207,共同生活援助,1322900984,2013/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人　障害者の生活を支援する会,1700005,東京都豊島区,南大塚２－２５－３０,03-6304-1654,ホームさくら空,1700005,東京都豊島区,南大塚２－２５－３０,03-6304-1654,共同生活援助,1321601088,2013/5/1
社会福祉法人（社協以外）,社会福祉法人府中えりじあ福祉会,1830031,東京都府中市,西府町３－２９－１７,042-354-6760,西府いこいプラザ,1830031,東京都府中市,＊,042-354-6760,共同生活援助,1322900745,2013/5/1
社会福祉法人（社協以外）,社会福祉法人　愛の鈴,1940035,東京都町田市,忠生２－７－９,042-792-9773,ケアホーム愛の鈴,1940038,東京都町田市,根岸２－２８－１４,042-794-4120,共同生活援助,1323201374,2013/5/1
非営利法人（ＮＰＯ）,特定非営利活動法人東京フレンズ,2030042,東京都東久留米市,八幡町１－７－１５セントポーリア野村４０１号,042-491-6441,キキ,2040023,東京都清瀬市,＊,042-491-6441,共同生活援助,1324400405,2013/5/1
非営利法人（ＮＰＯ）,特定非営利活動法人　障害者の生活を支援する会,1700005,東京都豊島区,南大塚２－２５－３０,03-6304-1654,ホーム虹,1210073,東京都足立区,六町１－４―４　ホーム虹,03-6304-1654,共同生活援助,1321701615,2013/6/1
非営利法人（ＮＰＯ）,特定非営利活動法人豊島区すずらんハウス運営委員会,1710014,東京都豊島区,池袋４－１１－１６小泉ビル１階,03-3981-4235,すずらんハウス金町,1250041,東京都葛飾区,＊,03-3981-4235,共同生活援助,1322201664,2013/6/1
非営利法人（ＮＰＯ）,特定非営利活動法人あおば福祉会,1670043,東京都杉並区,上荻１－５－８フカザワビル３階,03-3392-7946,あおばケアセンター,1670032,東京都杉並区,＊,03-6383-6080,共同生活援助,1321502146,2013/8/1
社会福祉法人（社協以外）,社会福祉法人げんき,1400011,東京都品川区,東大井５－２３－１６－１１３,03-3474-2515,旗の台つばさの家,1420064,東京都品川区,旗の台３－５－１１,03-5788-3177,共同生活援助,1320900929,2013/10/1
その他,有限会社ユーオン,1100003,東京都台東区,根岸４－１６－６,03-3805-1991,ユーオン高島平,1750082,東京都板橋区,＊,03-6904-2261,共同生活援助,1321902353,2013/10/1
医療法人,医療法人社団じうんどう,1770053,東京都練馬区,関町南４－１４－５３,03-3928-6511,グループホームまいとりぃ,1770053,東京都練馬区,＊,03-3928-6511,共同生活援助,1322002872,2013/10/1
社会福祉法人（社協以外）,社会福祉法人未来・ねりま,1760013,東京都練馬区,豊玉中４－１０－６,03-3948-0275,ねりまグループホーム高松,1790075,東京都練馬区,高松４－３１－１０,03-5848-8347,共同生活援助,1322002922,2013/10/1
その他法人,一般社団法人游,1320002,東京都江戸川区,谷河内１－５－１０,8016313289,葉月,1320025,東京都江戸川区,＊,03-5607-5887,共同生活援助,1322302249,2013/11/1
非営利法人（ＮＰＯ）,特定非営利活動法人ことぶき会,1350015,東京都江東区,千石１－４－６－２０１,03-3646-4716,扇橋寮,1350011,東京都江東区,扇橋２－１－３Ｅ・Ｔ－２１ビル４０１・４０３号,03-6666-6828,共同生活援助,1320801408,2014/1/1
地方公共団体（市町村）,練馬区,1768501,東京都練馬区,豊玉北６－１２－１,03-3993-1111,練馬区立大泉つつじ荘,1780063,東京都練馬区,東大泉２－１１－２２,03-3922-7657,共同生活援助,1322002955,2014/1/1
社会福祉法人（社協以外）,社会福祉法人にりん草,1730024,東京都板橋区,大山金井町２１－１,03-5926-8640,ほのか,1750091,東京都板橋区,三園１－３６－１０,03-6751-4665,共同生活援助,1321902411,2014/2/1
非営利法人（ＮＰＯ）,特定非営利活動法人コットンハウス、フレンズ,1830034,東京都府中市,住吉町２－１３－４,042-368-2550,風媒花,1830026,東京都府中市,＊,042-368-2550,共同生活援助,1322901016,2014/3/1
非営利法人（ＮＰＯ）,特定非営利活動法人ひだまり,2050016,東京都羽村市,羽加美４－４－５,042-554-3705,グループホームしゃぼん玉,2050017,東京都羽村市,羽西３－３－１,042-511-4280,共同生活援助,1325000188,2014/3/1
社会福祉法人（社協以外）,社会福祉法人新宿あした会,1690051,東京都新宿区,西早稲田２－１６－１,03-5155-3340,中落合あしたホーム,1610032,東京都新宿区,中落合１－１４－３７,03-6908-0303,共同生活援助,1320401241,2014/4/1
社会福祉法人（社協以外）,社会福祉法人台東つばさ福祉会,1110036,東京都台東区,松が谷２－６－２,03-3842-2838,グループホームまつば,1110036,東京都台東区,松が谷４－１８－８,03-5828-8715,共同生活援助,1320600081,2014/4/1
社会福祉法人（社協以外）,社会福祉法人台東つばさ福祉会,1110036,東京都台東区,松が谷２－６－２,03-3842-2838,元浅寮,1110041,東京都台東区,元浅草３－９－７,03-5828-8715,共同生活援助,1320600099,2014/4/1
社会福祉法人（社協以外）,社会福祉法人台東つばさ福祉会,1110036,東京都台東区,松が谷２－６－２,03-3842-2838,千草寮,1110032,東京都台東区,浅草５－５３－１　第６さくらコーポ３０２,03-3873-6955,共同生活援助,1320600107,2014/4/1
社会福祉法人（社協以外）,社会福祉法人台東つばさ福祉会,1110036,東京都台東区,松が谷２－６－２,03-3842-2838,いずみ寮,1100003,東京都台東区,根岸２－８－８　角谷マンション１０１,03-5603-6585,共同生活援助,1320600115,2014/4/1
社会福祉法人（社協以外）,社会福祉法人台東つばさ福祉会,1110036,東京都台東区,松が谷２－６－２,03-3842-2838,みすじ寮,1110055,東京都台東区,三筋１－１６－１,03-3861-2509,共同生活援助,1320600123,2014/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人きりんの会,1360076,東京都江東区,南砂５－４－６,03-3699-5809,第２きりんの家,1360076,東京都江東区,南砂５－４－６,03-3699-5809,共同生活援助,1320800251,2014/4/1
社会福祉法人（社協以外）,社会福祉法人のびのび福祉会,1360073,東京都江東区,北砂７－９－１　太陽ベニヤビル１階,03-5632-4048,ユニット　かたくりの家,1360076,東京都江東区,南砂７－１３－１６,03-6666-4637,共同生活援助,1320800269,2014/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人ＮＰＯもやい,1400015,東京都品川区,西大井６－９－３,03-5709-5587,わいわいてい,1400015,東京都品川区,西大井６－９－３,03-5709-5587,共同生活援助,1320900119,2014/4/1
地方公共団体（市町村）,品川区,1408715,東京都品川区,広町２－１ー３６,03-5742-6707,品川区立上大崎つばさの家,1410021,東京都品川区,上大崎１－２０－１２,03-5793-7095,共同生活援助,1320900978,2014/4/1
社会福祉法人（社協以外）,社会福祉法人愛隣会,1530044,東京都目黒区,大橋２－１９－１,03-3466-0264,柿の木坂ホーム,1520022,東京都目黒区,柿の木坂１－２２－４　チェリーロード１番館,03-3723-2518,共同生活援助,1321000042,2014/4/1
