No.,申請者名称,事業所番号,枝番／ 連番,事業所名称,事業所郵便番号,事業所所在地,事業所電話番号,事業所FAX番号,共同生活住居名称,共同生活住居〒,共同生活住居所在地,主たる対象者(身体障害者),主たる対象者(知的障害者),主たる対象者(精神障害者),主たる対象者(難病等対象者),異動年月日,異動区分,施設等の区分,利用定員数
49,株式会社くりの木,1120601453,1,チェスナットヒル,3440014,埼玉県春日部市豊野町１丁目２－１６,048-689-3436,048-689-3436,チェスナットヒル,3440014,埼玉県春日部市豊野町１丁目２－１６,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
50,株式会社STORIES,1120601461,1,ＳＴＯＲＩＥＳ春日部,3440007,埼玉県春日部市小渕６９４－１１,05053625947,03-6332-9348,ＳＴＯＲＩＥＳ小渕,3440007,埼玉県春日部市小渕６９４－１１,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
58,株式会社息栖,1120601503,1,グループホーム　アミー,3440112,埼玉県春日部市西金野井２９１－１７７,048-796-0418,048-793-4128,アミー本田町,3440016,埼玉県春日部市本田町２丁目２１番５,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
59,株式会社息栖,1120601503,2,グループホーム　アミー,3440112,埼玉県春日部市西金野井２９１－１７７,048-796-0418,048-793-4128,アミー西金井Ａ棟,3440112,埼玉県春日部市西金野井２９１－１７７,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
60,株式会社息栖,1120601503,3,グループホーム　アミー,3440112,埼玉県春日部市西金野井２９１－１７７,048-796-0418,048-793-4128,アミー豊野町,3440014,埼玉県春日部市豊野町１－２４－２５,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
62,幸輝合同会社,1120601511,1,シェアハピネス,3440007,埼玉県春日部市小渕１０５１－１６,048-717-9667,048-716-9712,ハピネススマイル,3440007,埼玉県春日部市小渕１０５１－１６,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
63,株式会社ヴェスタ,1120601529,1,はるひホーム,3440063,埼玉県春日部市緑町二丁目９番地３３,048-872-6378,048-872-6379,はるひホーム,3440063,埼玉県春日部市緑町二丁目９番地３３,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
64,株式会社ヴェスタ,1120601529,2,はるひホーム,3440063,埼玉県春日部市緑町二丁目９番地３３,048-872-6378,048-872-6379,はるひホーム２,3440011,埼玉県春日部市藤塚３６４番地６,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
65,株式会社ヴェスタ,1120601529,3,はるひホーム,3440063,埼玉県春日部市緑町二丁目９番地３３,048-872-6378,048-872-6379,はるひホーム３,3440016,埼玉県春日部市本田町二丁目４２番地２,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
66,株式会社ヴェスタ,1120601529,4,はるひホーム,3440063,埼玉県春日部市緑町二丁目９番地３３,048-872-6378,048-872-6379,はるひホーム４,3440052,埼玉県春日部市梅田一丁目９番地９,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
67,株式会社ヴェスタ,1120601529,5,はるひホーム,3440063,埼玉県春日部市緑町二丁目９番地３３,048-872-6378,048-872-6379,はるひホーム５,3440051,埼玉県春日部市内牧５０７１番地１０,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
70,特定非営利活動法人Ｖｉｌｌａｇｅ,1120601545,1,春日部ホーム,3440041,埼玉県春日部市増富５５－２,048-628-8787,048-628-8787,春日部ホーム増富,3440041,埼玉県春日部市増富５５－２,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
71,特定非営利活動法人Ｖｉｌｌａｇｅ,1120601545,2,春日部ホーム,3440041,埼玉県春日部市増富５５－２,048-628-8787,048-628-8787,春日部ホーム南中曽根,3440048,埼玉県春日部市南中曽根６５０－２３,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
72,有限会社ワイオハ,1120601560,1,アビシニアンの家,3440004,埼玉県春日部市牛島２９－１７,04-7125-1118,04-7125-1117,アビシニアンの家,3440004,埼玉県春日部市牛島２９－１７,×,○,○,×,2021/4/1,新規,1:介護サービス包括型,4
76,社会福祉法人啓和会,1120900012,1,グループホーム清久,3460038,埼玉県久喜市上清久１５２４－１,0480-22-8788,0480-21-6604,清久,3460038,埼玉県久喜市上清久１５２４－１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,7
77,社会福祉法人啓和会,1120900012,2,グループホーム清久,3460038,埼玉県久喜市上清久１５２４－１,0480-22-8788,0480-21-6604,ハイツ清久,3460038,埼玉県久喜市上清久６６７－５,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,3
78,社会福祉法人啓和会,1120900012,5,グループホーム清久,3460038,埼玉県久喜市上清久１５２４－１,0480-22-8788,0480-21-6604,こすもす,3400214,埼玉県久喜市葛梅４４６－１２,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,4
79,社会福祉法人啓和会,1120900012,6,グループホーム清久,3460038,埼玉県久喜市上清久１５２４－１,0480-22-8788,0480-21-6604,上清久,3460038,埼玉県久喜市上清久１５２４－１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,4
80,社会福祉法人啓和会,1120900012,7,グループホーム清久,3460038,埼玉県久喜市上清久１５２４－１,0480-22-8788,0480-21-6604,おぎそね,3460016,埼玉県久喜市久喜東4-20-13,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,8
81,社会福祉法人啓和会,1120900012,8,グループホーム清久,3460038,埼玉県久喜市上清久１５２４－１,0480-22-8788,0480-21-6604,こがらい,3460037,埼玉県久喜市六万部７８０－２,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,7
82,社会福祉法人啓和会,1120900012,9,グループホーム清久,3460038,埼玉県久喜市上清久１５２４－１,0480-22-8788,0480-21-6604,うちや,3460022,埼玉県久喜市下早見字内谷１７６９番地１,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
83,社会福祉法人啓和会,1120900012,10,グループホーム清久,3460038,埼玉県久喜市上清久１５２４－１,0480-22-8788,0480-21-6604,しらはた,3460038,埼玉県久喜市上清久628-1,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,7
90,医療法人大壮会,1120900038,1,リンリンホー,3460024,埼玉県久喜市北青柳１３３１－５,0480-25-4955,0480-25-4977,リンリンホー,3460024,埼玉県久喜市北青柳１３３１－５,×,×,○,×,2021/4/1,変更,1:介護サービス包括型,6
91,医療法人大壮会,1120900038,3,リンリンホー,3460024,埼玉県久喜市北青柳１３３１－５,0480-25-4955,0480-25-4977,ベルモッキー,3460024,埼玉県久喜市北青柳１３３１－７,×,×,○,×,2021/4/1,変更,1:介護サービス包括型,20
93,株式会社日本クリード,1120900566,1,クリード久喜,3400202,埼玉県久喜市東大輪字菱田1004-2,0480-53-7514,0480-53-7515,クリード久喜ユニット１,3400202,埼玉県久喜市東大輪字菱田1004-2,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,10
94,株式会社日本クリード,1120900566,2,クリード久喜,3400202,埼玉県久喜市東大輪字菱田1004-2,0480-53-7514,0480-53-7515,クリード久喜ユニット２,3400202,埼玉県久喜市東大輪字菱田1004-2,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,10
95,株式会社日本クリード,1120900566,3,クリード久喜,3400202,埼玉県久喜市東大輪字菱田1004-2,0480-53-7514,0480-53-7515,クリード久喜ユニット３,3400202,埼玉県久喜市東大輪字菱田1004-2,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,10
96,株式会社日本クリード,1120900566,4,クリード久喜,3400202,埼玉県久喜市東大輪字菱田1004-2,0480-53-7514,0480-53-7515,クリード久喜ユニット４,3400202,埼玉県久喜市東大輪字菱田１００５－４,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,10
97,株式会社日本クリード,1120900566,5,クリード久喜,3400202,埼玉県久喜市東大輪字菱田1004-2,0480-53-7514,0480-53-7515,クリード久喜ユニット５,3400202,埼玉県久喜市東大輪１００５－４,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,10
98,社会福祉法人たいむ共生会,1120900798,1,ケアホーム・タイムわかば,3460037,埼玉県久喜市六万部３５６－１,0480-29-5555,0480-29-5555,ケアホーム・タイムわかば,3460037,埼玉県久喜市六万部３５６－１,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,6
106,医療法人社団慶榮会,1121000010,1,グループホームのぞみ,3400802,埼玉県八潮市鶴ケ曽根１１３０番地,048-998-0862,048-998-0862,グループホームのぞみ,3400802,埼玉県八潮市鶴ケ曽根５６０番地４,×,×,○,×,2021/4/1,変更,2:外部サービス利用型,6
107,医療法人社団慶榮会,1121000010,2,グループホームのぞみ,3400802,埼玉県八潮市鶴ケ曽根１１３０番地,048-998-0862,048-998-0862,グループホームあけぼの,3400802,埼玉県八潮市鶴ケ曽根１１３０番地,×,×,○,×,2021/4/1,変更,2:外部サービス利用型,20
108,株式会社メーティス,1121000192,1,ひまわり荘,3400823,埼玉県八潮市古新田223番地1,048-951-5277,048-951-5278,ひまわり荘,3400823,埼玉県八潮市古新田223番地1,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,7
109,株式会社メーティス,1121000192,2,ひまわり荘,3400823,埼玉県八潮市古新田223番地1,048-951-5277,048-951-5278,あじさい荘,3400822,埼玉県八潮市大瀬３丁目２番地２０,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,7
110,株式会社メーティス,1121000192,3,ひまわり荘,3400823,埼玉県八潮市古新田223番地1,048-951-5277,048-951-5278,すずらん荘,3400823,埼玉県八潮市大字古新田２２３番地１,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,5
111,株式会社メーティス,1121000192,4,ひまわり荘,3400823,埼玉県八潮市古新田223番地1,048-951-5277,048-951-5278,しらゆり荘,3400823,埼玉県八潮市大字古新田２２３番地１,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,5
112,特定非営利活動法人あるふぁ,1121175143,1,グループホームまいまい,3450041,埼玉県北葛飾郡杉戸町大字茨島９００－２,0480-32-8870,0480-32-8870,グループホームまいまい,3450041,埼玉県北葛飾郡杉戸町大字茨島９００－２,○,○,○,×,2021/4/1,変更,2:外部サービス利用型,6
121,特定非営利活動法人ひまわりの家,1121200016,1,ケアホーム　ひまわり,3410044,埼玉県三郷市戸ケ崎２３６２－１,048-955-2352,048-955-2352,ケアホーム　第２ひまわり,3410044,埼玉県三郷市戸ヶ崎２３６２－１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,6
122,社会福祉法人川の郷福祉会,1121200024,1,グループホームひだまり,3410018,埼玉県三郷市早稲田６－２４－５,048-958-0018,048-958-0170,グループホームひだまり,3410018,埼玉県三郷市早稲田６－２４－５,×,×,○,×,2021/4/1,変更,2:外部サービス利用型,5
123,社会福祉法人川の郷福祉会,1121200024,2,グループホームひだまり,3410018,埼玉県三郷市早稲田６－２４－５,048-958-0018,048-958-0170,グループホームさくらホーム,3410018,埼玉県三郷市早稲田１－１６－７　プラザ・ドゥ・エース,×,×,○,×,2021/4/1,変更,2:外部サービス利用型,5
124,社会福祉法人川の郷福祉会,1121200024,3,グループホームひだまり,3410018,埼玉県三郷市早稲田６－２４－５,048-958-0018,048-958-0170,グループホームすみれ,3410018,埼玉県三郷市早稲田１－１６－７　プラザ・ドゥ・エースＡ,×,×,○,×,2021/4/1,変更,2:外部サービス利用型,6
125,社会福祉法人川の郷福祉会,1121200024,4,グループホームひだまり,3410018,埼玉県三郷市早稲田６－２４－５,048-958-0018,048-958-0170,グループホームみらい,3410018,埼玉県三郷市早稲田２－４－９　早稲田ファーストメゾン,×,×,○,×,2021/4/1,変更,2:外部サービス利用型,5
126,社会福祉法人川の郷福祉会,1121200024,5,グループホームひだまり,3410018,埼玉県三郷市早稲田６－２４－５,048-958-0018,048-958-0170,グループホームはまなす,3410018,埼玉県三郷市早稲田２－１６－１７　早稲田コーポ１０１号室・１０２号室・２０１号室・２０３号室・２０５号室・２０６号室,×,×,○,×,2021/4/1,変更,2:外部サービス利用型,6
127,有限会社ケイエス産業,1121200180,1,ケイエスホーム,3410037,埼玉県三郷市高州一丁目２２９番地２,048-956-1568,048-948-1817,ケイエスホーム,3410037,埼玉県三郷市高州１－２２９－２,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,4
128,特定非営利活動法人新和あゆみ会,1121200214,1,グループホーム　あゆみ,3410034,埼玉県三郷市新和４丁目４４６番地,048-953-2188,048-953-3687,グループホーム　あゆみ,3410034,埼玉県三郷市新和４丁目４４６番地,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,5
129,特定非営利活動法人サポートネットほっとピア,1121200222,1,グループホームサンハウス,3410018,埼玉県三郷市早稲田４－２３－５プロシード早稲田内,080-41644235,048-959-3112,グループホームサンハウス,3410018,埼玉県三郷市早稲田４－２３－５プロシード早稲田内,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,11
130,社会福祉法人緑の風福祉会,1121200255,1,ケアホーム　たんぽぽ,3410018,埼玉県三郷市早稲田三丁目２６番地９,048-954-8736,048-954-8736,ケアホーム　たんぽぽ,3410018,埼玉県三郷市早稲田三丁目２６番地９,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,6
